4.476,1.208,-2.546,-6.1871,-9.111,-10.882,-11.36,-10.724,-9.3421,-7.6635,-5.9874,-4.4585,-3.0294,-1.5556,0.12831,2.117,4.3815,6.7616,8.9788,10.681,11.509,11.164,9.5016,6.5961,2.7685,-1.4716,-5.5146,-8.8272,-11.073,-12.213,-12.479,-12.277,-12.058,-12.174,-12.805,-13.966,-15.55,-17.391,-19.338,-21.229,-22.937,-24.329,-25.304,-25.811,-25.877,-25.588,-25.078,-24.471,-23.838,-23.189,-22.496,-21.731,-20.922,-20.15,-19.548,-19.257,-19.349,-19.856,-20.712,-21.802,-23.016,-24.256,-25.472,-26.644,-27.747,-28.719,-29.436,-29.717,-29.357,-28.196,-26.195,-23.476,-20.347,-17.273,-14.759,-13.23,-12.96,-13.966,-15.991,-18.579,-21.132,-23.097,-24.027,-23.715,-22.209,-19.782,-16.837,-13.808,-11.068,-8.8719,-7.3614,-6.5654,-6.4603,-6.9962,-8.0838,-9.6232,-11.446,-13.369,-15.193,-16.745
-2.7403,-3.3088,-3.7083,-3.6804,-3.0027,-1.5795,0.49351,2.9184,5.2558,7.0347,7.8993,7.7124,6.5954,4.892,3.0595,1.539,0.63065,0.43587,0.85326,1.6284,2.4374,2.976,3.0217,2.4731,1.3601,-0.1783,-1.9333,-3.6784,-5.2109,-6.3995,-7.1905,-7.6099,-7.7431,-7.7093,-7.6377,-7.6357,-7.7808,-8.0969,-8.5381,-9.0072,-9.355,-9.4305,-9.1165,-8.3731,-7.2521,-5.8827,-4.4417,-3.108,-2.0228,-1.2754,-0.89979,-0.89184,-1.2258,-1.8459,-2.6687,-3.5711,-4.4099,-5.03,-5.3122,-5.2049,-4.7378,-4.0243,-3.2233,-2.4998,-1.983,-1.7366,-1.7525,-1.9751,-2.3269,-2.7383,-3.1835,-3.6745,-4.2568,-4.9704,-5.835,-6.8089,-7.7987,-8.6574,-9.2159,-9.3073,-8.8064,-7.6397,-5.827,-3.4896,-0.85805,1.7576,4.0175,5.6215,6.3788,6.2635,5.4088,4.0672,2.5328,1.062,-0.17631,-1.1085,-1.7386,-2.0904,-2.1878,-2.0387
-2.5017,-4.4178,-6.4109,-8.0297,-8.8444,-8.5962,-7.2832,-5.1539,-2.6224,-0.13109,1.9791,3.5403,4.5647,5.1924,5.6137,6.0053,6.4651,7.0053,7.5525,7.9686,8.0875,7.7588,6.8917,5.4983,3.7063,1.7395,-0.12935,-1.6451,-2.6399,-3.0647,-2.9895,-2.5647,-1.9685,-1.3654,-0.86886,-0.55068,-0.43005,-0.48949,-0.6783,-0.91781,-1.1136,-1.1731,-1.0384,-0.70103,-0.19753,0.40387,1.0385,1.6661,2.285,2.9091,3.535,4.1347,4.6399,4.9651,5.0473,4.8619,4.4354,3.827,3.0945,2.2658,1.3392,0.28849,-0.89683,-2.1888,-3.5,-4.6853,-5.5699,-5.9755,-5.7745,-4.9108,-3.4266,-1.4685,0.72555,2.8654,4.6539,5.8585,6.3515,6.1522,5.4231,4.4406,3.5403,3.035,3.1661,4.042,5.6364,7.7903,10.255,12.743,14.969,16.696,17.762,18.088,17.68,16.63,15.096,13.266,11.336,9.4756,7.8095,6.4127
0.095121,-0.52935,-1.0033,-1.1031,-0.6514,0.41845,2.0272,3.9593,5.923,7.6253,8.8394,9.4559,9.4971,9.0898,8.4288,7.7235,7.1355,6.7472,6.5396,6.389,6.1132,5.5252,4.4997,3.0225,1.2062,-0.74491,-2.593,-4.1415,-5.3001,-6.0846,-6.6013,-6.9754,-7.3082,-7.6395,-7.9597,-8.2338,-8.4415,-8.5921,-8.7173,-8.8472,-8.9835,-9.0961,-9.1167,-8.9883,-8.6776,-8.1879,-7.5507,-6.8106,-6.0006,-5.1384,-4.2318,-3.2888,-2.341,-1.4407,-0.65615,-0.06179,0.28532,0.34237,0.085611,-0.49607,-1.4011,-2.612,-4.0828,-5.7249,-7.3938,-8.8995,-10.036,-10.591,-10.421,-9.4654,-7.8202,-5.6947,-3.3934,-1.2996,0.26471,1.0746,1.0794,0.41053,-0.63396,-1.6642,-2.2776,-2.1603,-1.1538,0.7085,3.2096,6.0134,8.7284,11.009,12.61,13.421,13.471,12.878,11.819,10.48,9.0185,7.5524,6.1592,4.8754,3.7136,2.6739
-7.0917,-8.5782,-10.22,-11.721,-12.784,-13.195,-12.869,-11.859,-10.307,-8.3853,-6.2576,-4.06,-1.8908,0.16872,2.0599,3.7545,5.2561,6.5856,7.7393,8.6622,9.2125,9.1785,8.3558,6.6291,4.0552,0.90251,-2.3996,-5.3536,-7.5342,-8.6916,-8.8051,-8.0675,-6.8061,-5.3952,-4.1697,-3.3679,-3.1201,-3.4416,-4.2416,-5.3366,-6.4695,-7.3621,-7.7593,-7.4926,-6.5205,-4.9319,-2.9272,-0.74852,1.3715,3.2646,4.84,6.0769,6.996,7.6239,7.9662,7.9927,7.6466,6.8655,5.5984,3.8434,1.6685,-0.79013,-3.3244,-5.6827,-7.6117,-8.8845,-9.3422,-8.9148,-7.6288,-5.6127,-3.0842,-0.32867,2.3323,4.5809,6.1469,6.8542,6.6518,5.6287,4.0041,2.0921,0.24059,-1.2346,-2.0951,-2.2161,-1.5863,-0.28139,1.5663,3.7904,6.1979,8.5638,10.637,12.159,12.921,12.821,11.908,10.381,8.5449,6.7123,5.1275,3.9114
-0.42704,0.40699,1.877,4.0157,6.7177,9.7431,12.765,15.421,17.404,18.491,18.598,17.769,16.177,14.093,11.858,9.8231,8.2858,7.4173,7.1974,7.4209,7.7316,7.7443,7.1556,5.8437,3.8994,1.5808,-0.79591,-2.9564,-4.7499,-6.1436,-7.1738,-7.868,-8.1969,-8.0788,-7.4264,-6.2235,-4.5736,-2.7147,-0.97035,0.3543,1.0357,0.99391,0.29434,-0.8795,-2.2877,-3.6651,-4.7481,-5.2932,-5.0806,-3.9613,-1.8843,1.0339,4.5009,8.0678,11.197,13.379,14.248,13.659,11.72,8.7619,5.2422,1.659,-1.5518,-4.0794,-5.7602,-6.5797,-6.6215,-6.0563,-5.0788,-3.8813,-2.6493,-1.5246,-0.6033,0.065384,0.50148,0.76132,0.93758,1.1175,1.3664,1.7062,2.1278,2.6129,3.1562,3.7849,4.5554,5.5275,6.7377,8.1586,9.6941,11.186,12.449,13.317,13.686,13.544,12.974,12.125,11.199,10.385,9.8467,9.7032
-2.5918,-3.0996,-3.6952,-4.2652,-4.6708,-4.7778,-4.4872,-3.7303,-2.4912,-0.79387,1.2915,3.6547,6.1472,8.6031,10.862,12.803,14.353,15.474,16.137,16.279,15.803,14.608,12.673,10.115,7.2474,4.5217,2.4348,1.3649,1.4608,2.5721,4.3126,6.1728,7.6769,8.5009,8.5248,7.8159,6.572,5.0471,3.5046,2.1809,1.2675,0.88592,1.0679,1.737,2.727,3.8192,4.8076,5.5532,6.0115,6.2127,6.2191,6.0834,5.8087,5.3648,4.7213,3.883,2.9218,1.9621,1.159,0.6496,0.52505,0.80129,1.424,2.2847,3.2332,4.1178,4.8171,5.2786,5.5469,5.7736,6.1888,7.0334,8.4897,10.593,13.202,16.01,18.626,20.667,21.871,22.166,21.682,20.713,19.629,18.75,18.295,18.318,18.714,19.271,19.739,19.9,19.645,18.971,18.005,16.957,16.057,15.501,15.391,15.709,16.312,16.986
-3.3238,-3.6005,-3.8673,-4.053,-4.0965,-3.9759,-3.7052,-3.3535,-3.0176,-2.8081,-2.816,-3.1006,-3.6617,-4.4462,-5.3394,-6.2029,-6.9024,-7.3609,-7.6,-7.7422,-7.9912,-8.5583,-9.5681,-10.999,-12.657,-14.218,-15.342,-15.775,-15.435,-14.429,-13.002,-11.435,-9.9653,-8.7223,-7.7442,-7.0111,-6.4934,-6.1752,-6.0429,-6.0705,-6.1891,-6.3096,-6.3491,-6.282,-6.1515,-6.0725,-6.1772,-6.5546,-7.2127,-8.0623,-8.9575,-9.7222,-10.23,-10.422,-10.313,-9.9909,-9.574,-9.1887,-8.9437,-8.918,-9.1531,-9.6471,-10.378,-11.305,-12.388,-13.597,-14.899,-16.243,-17.535,-18.642,-19.397,-19.646,-19.286,-18.308,-16.804,-14.945,-12.937,-10.965,-9.1551,-7.5604,-6.1673,-4.9323,-3.8159,-2.7982,-1.8912,-1.1245,-0.53766,-0.16024,-0.010062,-0.10886,-0.48233,-1.1759,-2.2173,-3.6025,-5.2524,-6.9973,-8.588,-9.742,-10.21,-9.8467
0.9995,-0.048363,-1.1323,-1.9841,-2.3372,-2.0216,-1.0141,0.5498,2.4207,4.3146,5.9952,7.327,8.2913,8.9644,9.4775,9.9618,10.502,11.105,11.681,12.056,12.006,11.321,9.8797,7.7133,5.0266,2.1655,-0.46203,-2.5073,-3.7728,-4.2614,-4.1591,-3.744,-3.3116,-3.0694,-3.104,-3.3909,-3.8276,-4.2773,-4.6102,-4.7155,-4.5065,-3.9515,-3.0651,-1.9308,-0.69265,0.47052,1.3887,1.945,2.1108,1.9378,1.5357,1.024,0.49214,-0.019536,-0.52113,-1.0458,-1.6238,-2.2637,-2.9484,-3.6402,-4.3018,-4.91,-5.4707,-6.0112,-6.5676,-7.1629,-7.7798,-8.3433,-8.7253,-8.7801,-8.3678,-7.4237,-5.9896,-4.2153,-2.3358,-0.61914,0.70835,1.5184,1.8023,1.674,1.3252,0.98076,0.8323,1.0081,1.5357,2.35,3.3071,4.2209,4.894,5.1636,4.9286,4.1705,2.9482,1.3973,-0.31357,-2.0043,-3.5292,-4.7962,-5.7792,-6.5042
0.87011,-0.17258,-1.3285,-2.3607,-3.0255,-3.1598,-2.7306,-1.8591,-0.77951,0.23423,0.957,1.269,1.1848,0.82535,0.37378,0.0064648,-0.15679,-0.092275,0.12364,0.33165,0.33692,-0.034348,-0.87956,-2.1843,-3.8181,-5.5717,-7.2108,-8.5497,-9.4844,-10.014,-10.197,-10.119,-9.8439,-9.3989,-8.7867,-8.0086,-7.087,-6.0759,-5.0398,-4.0287,-3.0716,-2.1724,-1.3311,-0.56886,0.065709,0.50412,0.68843,0.60944,0.31717,-0.089642,-0.48987,-0.78214,-0.92169,-0.91906,-0.83612,-0.75713,-0.76108,-0.91248,-1.2614,-1.8485,-2.7082,-3.8694,-5.3387,-7.0831,-9.0144,-10.988,-12.809,-14.265,-15.161,-15.359,-14.816,-13.601,-11.886,-9.9018,-7.898,-6.0707,-4.5303,-3.2743,-2.2132,-1.1968,-0.067261,1.2967,2.9542,4.8882,7.0104,9.1722,11.189,12.877,14.071,14.658,14.588,13.881,12.623,10.942,8.9984,6.9644,5.0146,3.3044,1.9694,1.1137
-0.080058,-0.12965,-0.094006,0.076473,0.40193,0.86998,1.431,2.0106,2.519,2.8832,3.0552,3.0227,2.8165,2.4926,2.1315,1.82,1.6278,1.5906,1.6852,1.8324,1.9068,1.7828,1.3969,0.78939,0.12452,-0.34198,-0.34663,0.2981,1.6108,3.4256,5.4218,7.2103,8.4486,8.912,8.5385,7.4195,5.7503,3.7852,1.789,0.012931,-1.3292,-2.0793,-2.1553,-1.571,-0.46906,0.94127,2.3919,3.6395,4.5105,4.946,5.0049,4.8391,4.6345,4.557,4.6949,5.0436,5.5117,5.9596,6.2587,6.3362,6.2013,5.9332,5.6481,5.4435,5.3644,5.383,5.4295,5.4249,5.3272,5.149,4.9475,4.791,4.7228,4.7368,4.7926,4.8375,4.8468,4.8406,4.8716,4.9956,5.242,5.5861,5.9596,6.2788,6.4679,6.4943,6.3672,6.1161,5.772,5.3381,4.8003,4.1308,3.3187,2.3888,1.4062,0.46393,-0.34973,-0.9712,-1.3819,-1.6113
2.8075,3.2872,3.9756,4.8331,5.7805,6.7141,7.5168,8.0772,8.3103,8.1458,7.5518,6.5298,5.124,3.4243,1.5647,-0.295,-1.9902,-3.3868,-4.4271,-5.1277,-5.5815,-5.909,-6.206,-6.4862,-6.6766,-6.6355,-6.2273,-5.3835,-4.1605,-2.7334,-1.352,-0.25693,0.38885,0.54573,0.28528,-0.23865,-0.8433,-1.3535,-1.6246,-1.55,-1.0718,-0.19753,0.98741,2.3094,3.5385,4.4326,4.8103,4.594,3.8431,2.7207,1.4337,0.17715,-0.92707,-1.8394,-2.5902,-3.2467,-3.8833,-4.5504,-5.28,-6.078,-6.9325,-7.8204,-8.6962,-9.5049,-10.172,-10.624,-10.784,-10.594,-9.9999,-8.9703,-7.4975,-5.5998,-3.3442,-0.84483,1.7368,4.2132,6.3927,8.1229,9.3124,9.9491,10.092,9.8516,9.3414,8.6499,7.8198,6.8481,5.7074,4.3793,2.8867,1.3012,-0.26454,-1.6871,-2.8522,-3.6777,-4.1194,-4.159,-3.8056,-3.0852,-2.0465,-0.7504
-0.52398,-1.0667,-1.6743,-2.2293,-2.6145,-2.7528,-2.625,-2.2871,-1.8511,-1.4519,-1.2103,-1.2033,-1.4379,-1.8564,-2.3273,-2.6898,-2.7843,-2.5129,-1.8826,-1.03,-0.20533,0.3024,0.25163,-0.4557,-1.7286,-3.2973,-4.796,-5.8745,-6.307,-6.0443,-5.2109,-4.0274,-2.744,-1.5447,-0.54149,0.23762,0.81014,1.2093,1.4755,1.6418,1.7538,1.8606,1.9937,2.1618,2.3334,2.4507,2.4594,2.3281,2.0812,1.7889,1.5385,1.4142,1.4474,1.612,1.8186,1.9464,1.8781,1.5227,0.85567,-0.077524,-1.1718,-2.2836,-3.2728,-4.0361,-4.5369,-4.7995,-4.8888,-4.8695,-4.768,-4.5684,-4.2025,-3.6124,-2.7668,-1.7023,-0.52398,0.62631,1.612,2.3421,2.7973,3.0267,3.13,3.221,3.4049,3.7358,4.2225,4.8213,5.4463,5.9978,6.3778,6.5021,6.32,5.8122,4.9859,3.8793,2.547,1.064,-0.48372,-2.0087,-3.4286,-4.6594
1.9341,1.5357,1.1285,0.79364,0.58741,0.50809,0.49752,0.44111,0.2102,-0.30978,-1.1805,-2.3985,-3.895,-5.5378,-7.1683,-8.6119,-9.7153,-10.387,-10.614,-10.493,-10.189,-9.9022,-9.7964,-9.9233,-10.214,-10.493,-10.544,-10.211,-9.4492,-8.3775,-7.2106,-6.2129,-5.596,-5.4744,-5.8392,-6.5831,-7.549,-8.5714,-9.5073,-10.241,-10.699,-10.842,-10.674,-10.251,-9.6624,-9.0155,-8.3986,-7.861,-7.3869,-6.9162,-6.3751,-5.7123,-4.9332,-4.1154,-3.3839,-2.8762,-2.7088,-2.9344,-3.5372,-4.4362,-5.5079,-6.6166,-7.6442,-8.5132,-9.1742,-9.606,-9.7964,-9.7171,-9.324,-8.5608,-7.3869,-5.7899,-3.8139,-1.556,0.84476,3.2349,5.4735,7.4547,9.1187,10.455,11.486,12.26,12.818,13.196,13.395,13.393,13.143,12.593,11.701,10.464,8.9089,7.1092,5.1633,3.1785,1.2607,-0.50015,-2.0389,-3.3133,-4.3004,-4.9773
-3.7614,-5.1933,-6.5565,-7.4787,-7.643,-6.9019,-5.3358,-3.2366,-1.02,0.89306,2.1841,2.7039,2.4859,1.7297,0.73377,-0.16326,-0.65956,-0.56063,0.16873,1.3927,2.8313,4.1425,5.0261,5.3296,5.0881,4.5365,3.9966,3.7904,4.1207,5.0194,6.3524,7.8899,9.3821,10.626,11.505,11.979,12.061,11.8,11.263,10.531,9.7074,8.8909,8.1565,7.5193,6.9358,6.3155,5.5761,4.6891,3.7132,2.7894,2.1087,1.8387,2.0734,2.7827,3.8222,4.9523,5.9231,6.4932,6.5234,5.9785,4.9288,3.5305,1.9695,0.42526,-0.95969,-2.0864,-2.9046,-3.3641,-3.4345,-3.0958,-2.3547,-1.2732,0.024531,1.3709,2.5882,3.5422,4.1777,4.5348,4.726,4.902,5.2021,5.7001,6.3943,7.1991,7.9704,8.5388,8.7685,8.5689,7.9452,6.9576,5.732,4.4074,3.108,1.9192,0.88132,-0.0056492,-0.76351,-1.4325,-2.0546,-2.6649
-1.144,-2.2263,-3.0953,-3.4209,-2.9829,-1.7585,0.027729,1.9538,3.5153,4.2651,3.9327,2.4927,0.14926,-2.7215,-5.6749,-8.2797,-10.22,-11.329,-11.634,-11.306,-10.625,-9.8825,-9.3069,-8.9836,-8.8461,-8.6947,-8.2843,-7.4107,-5.9867,-4.0881,-1.9259,0.21346,2.057,3.3984,4.1482,4.3293,4.0611,3.513,2.8733,2.3115,1.9515,1.8415,1.9332,2.1006,2.1648,1.9492,1.3416,0.33957,-0.93761,-2.279,-3.4507,-4.2624,-4.627,-4.5811,-4.2578,-3.8497,-3.547,-3.5011,-3.7992,-4.4596,-5.4502,-6.709,-8.1605,-9.722,-11.313,-12.829,-14.145,-15.12,-15.592,-15.427,-14.533,-12.909,-10.641,-7.9013,-4.9159,-1.9144,0.90593,3.4076,5.5263,7.2552,8.6218,9.6628,10.392,10.786,10.786,10.309,9.289,7.7046,5.6226,3.1966,0.65829,-1.731,-3.7259,-5.1544,-5.9409,-6.1174,-5.817,-5.23,-4.572,-4.0377
0.033687,-0.68218,-1.2844,-1.5409,-1.2487,-0.31857,1.1927,3.0855,5.0675,6.8369,8.1517,8.892,9.0624,8.7848,8.2459,7.6485,7.1518,6.8385,6.6843,6.5707,6.3174,5.7347,4.6958,3.1845,1.3145,-0.70004,-2.6042,-4.1869,-5.3264,-6.0293,-6.3913,-6.5552,-6.6494,-6.75,-6.8848,-7.0487,-7.2386,-7.461,-7.7321,-8.0519,-8.3928,-8.6931,-8.8717,-8.8587,-8.6184,-8.159,-7.5227,-6.7614,-5.9189,-5.0212,-4.0797,-3.1106,-2.1496,-1.2503,-0.47765,0.10511,0.44762,0.51905,0.3064,-0.19844,-1.0003,-2.0912,-3.4385,-4.9725,-6.565,-8.034,-9.1687,-9.758,-9.6395,-8.7499,-7.1494,-5.0407,-2.7324,-0.58803,1.0547,1.9524,2.032,1.4021,0.34211,-0.76172,-1.4954,-1.5198,-0.64322,1.1343,3.6244,6.4976,9.3627,11.843,13.658,14.658,14.83,14.273,13.156,11.671,10.002,8.2995,6.6729,5.1844,3.8614,2.7089
2.7164,4.8287,6.6513,7.6371,7.4512,6.141,4.1671,2.2732,1.2398,1.5965,3.4342,6.3767,9.7343,12.763,14.919,16.021,16.287,16.184,16.222,16.731,17.729,18.94,19.917,20.246,19.723,18.43,16.711,15.031,13.81,13.278,13.444,14.121,15.025,15.883,16.506,16.808,16.789,16.504,16.037,15.485,14.971,14.623,14.558,14.843,15.459,16.292,17.152,17.829,18.155,18.067,17.613,16.951,16.274,15.753,15.466,15.368,15.308,15.057,14.393,13.17,11.351,9.0489,6.4697,3.8839,1.5338,-0.40553,-1.8562,-2.8183,-3.3286,-3.4172,-3.0734,-2.2562,-0.93305,0.85925,2.991,5.2222,7.2545,8.8219,9.7581,10.078,9.9807,9.8099,9.9483,10.718,12.275,14.571,17.364,20.274,22.886,24.84,25.9,25.982,25.152,23.582,21.509,19.184,16.839,14.657,12.768,11.246
0.84831,0.45261,-0.10393,-0.7425,-1.3264,-1.6963,-1.7221,-1.357,-0.66369,0.18882,0.9609,1.4209,1.4225,0.95125,0.147,-0.74411,-1.4358,-1.7124,-1.5033,-0.913,-0.20365,0.30142,0.33519,-0.21652,-1.2572,-2.5086,-3.596,-4.1654,-3.9981,-3.062,-1.5017,0.4124,2.3748,4.12,5.476,6.3623,6.7998,6.8834,6.7563,6.581,6.5038,6.6212,6.9494,7.419,7.8935,8.2136,8.2571,7.9836,7.4464,6.7756,6.1274,5.6416,5.3859,5.3457,5.4325,5.5081,5.4245,5.0545,4.3307,3.2627,1.9389,0.51052,-0.83419,-1.9215,-2.6277,-2.9075,-2.7757,-2.2947,-1.5242,-0.5141,0.73893,2.2364,3.9688,5.8749,7.8549,9.7707,11.495,12.939,14.078,14.953,15.651,16.274,16.904,17.583,18.291,18.963,19.484,19.739,19.621,19.071,18.08,16.687,14.973,13.038,10.985,8.9101,6.8979,5.0143,3.3302,1.9019
